playKey	playDesc	team	season	week	gameId	playId
379	(5:01) (Shotgun) P.Mahomes pass deep left to T.Kelce for 23 yards, TOUCHDOWN [U.Nwosu].	KC	2019	11	2019111800	2807
380	(3:52) (Shotgun) D.Carr pass short right intended for T.Williams INTERCEPTED by J.Thornhill at OAK 46. J.Thornhill for 46 yards, TOUCHDOWN.	KC	2019	13	2019120105	1615
381	(9:37) (Shotgun) Direct snap to T.Kelce.  T.Kelce up the middle for 4 yards, TOUCHDOWN.	KC	2019	14	2019120811	1512
382	(13:14) (Shotgun) P.Mahomes pass deep left to M.Hardman for 48 yards, TOUCHDOWN.	KC	2019	14	2019120811	1269
383	(9:50) P.Mahomes pass deep right to T.Hill for 41 yards, TOUCHDOWN.	KC	2019	15	2019121504	356
384	(6:41) (Shotgun) Dam.Williams left end for 84 yards, TOUCHDOWN.	KC	2019	17	2019122908	2401
385	T.Long kicks 69 yards from LAC 35 to KC -4. M.Hardman for 104 yards, TOUCHDOWN.	KC	2019	17	2019122908	2061
386	(9:28) (Shotgun) D.Watson sacked at HST 29 for -2 yards (F.Clark).	KC	2019	19	2020011200	2798
387	(6:37) (Shotgun) P.Mahomes pass short right to T.Kelce for 6 yards, TOUCHDOWN.	KC	2019	19	2020011200	1733
388	K.Fairbairn kicks 65 yards from HST 35 to KC 0. M.Hardman ran ob at HST 42 for 58 yards (L.Johnson). HST-L.Johnson was injured during the play.	KC	2019	19	2020011200	1287
389	(1:28) (Shotgun) R.Tannehill sacked at TEN 18 for -17 yards (F.Clark).	KC	2019	20	2020011900	4164
390	(7:44) (Shotgun) P.Mahomes pass deep middle to S.Watkins for 60 yards, TOUCHDOWN. Penalty on TEN-T.Brock, Defensive Holding, declined.	KC	2019	20	2020011900	3437
391	(:23) (Shotgun) P.Mahomes scrambles left end for 27 yards, TOUCHDOWN.	KC	2019	20	2020011900	2094
392	(4:07) (Shotgun) P.Mahomes pass deep left to T.Hill for 20 yards, TOUCHDOWN.	KC	2019	20	2020011900	1663
393	(:51) (Shotgun) P.Mahomes pass short middle to T.Hill for 8 yards, TOUCHDOWN.	KC	2019	20	2020011900	959
394	(:36) C.Erving reported in as eligible.  P.Mahomes right end for 1 yard, TOUCHDOWN.	KC	2019	22	2020020200	784
395	(9:08) (Shotgun) J.Goff pass short left to C.Kupp for 67 yards, TOUCHDOWN [C.Jordan]. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. (Shotgun) J.Goff pass short left to C.Kupp to NO 1 for 66 yards (A.Klein) [C.Jordan].	LA	2019	2	2019091512	3620
396	(10:44) (Shotgun) J.Goff pass short left to C.Kupp for 11 yards, TOUCHDOWN.	LA	2019	3	2019092213	2292
397	(4:00) J.Goff pass short middle to G.Everett to SEA 1 for 32 yards (M.Kendricks).	LA	2019	5	2019100300	3009
398	(12:48) (Shotgun) J.Goff pass deep right to C.Kupp to CIN 14 for 40 yards (T.McRae). Penalty on CIN, Defensive Holding, declined.	LA	2019	8	2019102706	2310
399	(4:11) J.Goff pass short right to C.Kupp for 65 yards, TOUCHDOWN. Kupp scores on the flea flicker play	LA	2019	8	2019102706	1583
400	(14:53) (Shotgun) M.Rudolph Aborted. M.Pouncey FUMBLES at PIT 35, RECOVERED by LA-D.Fowler at PIT 26. D.Fowler for 26 yards, TOUCHDOWN.	LA	2019	10	2019111009	110
401	(10:53) (Shotgun) J.Goff pass short left to R.Woods pushed ob at ARZ 43 for 48 yards (J.Thompson). ARZ-J.Thompson was injured during the play.	LA	2019	13	2019120108	2582
